	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY
TCM0087	at	TCM0087	TCM0087	NA	adp[m] + dudp[c] --> adp[c] + dudp[m]	M00008 + C01346 --> C00008 + M01346	ND	Transport
TCM0220	at	TCM0220	TCM0220	NA	datp[c] + dcdp[m] --> datp[m] + dcdp[c]	C00131 + M00705 --> M00131 + C00705	ND	Transport
TCM0188	at	TCM0188	TCM0188	NA	dctp[c] + dgdp[m] --> dctp[m] + dgdp[c]	C00458 + M00361 --> M00458 + C00361	ND	Transport
TCE0332	at	TCE0332	TCE0332	NA	malt[e] <==> malt[c]	E00208 <==> C00208	ND	Transport
TCE1208	at	TCE1208	TCE1208	NA	arg-L[e] <==> arg-L[c]	E00062 <==> C00062	ND	Transport
TCE0338	at	TCE0338	TCE0338	NA	gal[e] <==> gal[c]	E00124 <==> C00124	ND	Transport
TCE1202	at	TCE1202	TCE1202	NA	for[e] <==> for[c]	E00058 <==> C00058	ND	Transport
TCE1204	at	TCE1204	TCE1204	NA	gcald[e] <==> gcald[c]	E00266 <==> C00266	ND	Transport
TCE1206	at	TCE1206	TCE1206	NA	gam6p[e] <==> gam6p[c]	E00352 <==> C00352	ND	Transport
TCE0785	at	TCE0785	TCE0785	NA	cholate[e] + hco3[c] <==> cholate[c] + hco3[e]	E00695 + C00288 <==> C00695 + E00288	ND	Transport
TCE0784	at	TCE0784	TCE0784	NA	cytd[e] <==> cytd[c]	E00475 <==> C00475	ND	Transport
TCE0788	at	TCE0788	TCE0788	NA	dgsn[e] <==> dgsn[c]	E00330 <==> C00330	ND	Transport
TCE1117	at	TCE1117	TCE1117	NA	asp-L[e] <==> asp-L[c]	E00049 <==> C00049	ND	Transport
TCE0346	at	TCE0346	TCE0346	NA	(3) na1[e] + sel[e] <==> (3) na1[c] + sel[c]	(3) E01330 + E05697 <==> (3) C01330 + C05697	ND	Transport
TCE0345	at	TCE0345	TCE0345	NA	thymd[e] --> thymd[c]	E00214 --> C00214	ND	Transport
TCE0342	at	TCE0342	TCE0342	NA	cl[e] + (2) hco3[c] --> cl[c] + (2) hco3[e]	E00698 + (2) C00288 --> C00698 + (2) E00288	ND	Transport
TCE1296	at	TCE1296	TCE1296	NA	ttdca[e] --> ttdca[c]	E06424 --> C06424	ND	Transport
TCE1297	at	TCE1297	TCE1297	NA	ala-L[e] <==> ala-L[c]	E00041 <==> C00041	ND	Transport
TCE0424	at	TCE0424	TCE0424	NA	man[e] <==> man[c]	E00159 <==> C00159	ND	Transport
TCM1292	at	TCM1292	TCM1292	NA	pi[c] <==> pi[m]	C00009 <==> M00009	ND	Transport
TCM1290	at	TCM1290	TCM1290	NA	thf[c] <==> thf[m]	C00101 <==> M00101	ND	Transport
TCM1291	at	TCM1291	TCM1291	NA	pro-L[c] <==> pro-L[m]	C00148 <==> M00148	ND	Transport
TCE0521	at	TCE0521	TCE0521	NA	tyr-L[e] <==> tyr-L[c]	E00082 <==> C00082	ND	Transport
TCE0644	at	TCE0644	TCE0644	NA	2hb[e] <==> 2hb[c]	E05984 <==> C05984	ND	Transport
TCM1061	at	TCM1061	TCM1061	NA	ind3ac[c] <==> ind3ac[m]	C00954 <==> M00954	ND	Transport
TCM1063	at	TCM1063	TCM1063	NA	id3acald[c] <==> id3acald[m]	C00637 <==> M00637	ND	Transport
TCM1062	at	TCM1062	TCM1062	NA	gcald[c] <==> gcald[m]	C00266 <==> M00266	ND	Transport
TCM1067	at	TCM1067	TCM1067	NA	amet[c] <==> amet[m]	C00019 <==> M00019	ND	Transport
TCM1069	at	TCM1069	TCM1069	NA	mlthf[c] <==> mlthf[m]	C00143 <==> M00143	ND	Transport
TCM0163	at	TCM0163	TCM0163	NA	dcdp[m] + dtdp[c] --> dcdp[c] + dtdp[m]	M00705 + C00363 --> C00705 + M00363	ND	Transport
TCM0162	at	TCM0162	TCM0162	NA	tcynt[m] --> tcynt[c]	M01755 --> C01755	ND	Transport
TCM0161	at	TCM0161	TCM0161	NA	adp[m] + dcdp[c] --> adp[c] + dcdp[m]	M00008 + C00705 --> C00008 + M00705	ND	Transport
TCM0160	at	TCM0160	TCM0160	NA	dtdp[m] + dttp[c] --> dtdp[c] + dttp[m]	M00363 + C00459 --> C00363 + M00459	ND	Transport
TCM0167	at	TCM0167	TCM0167	NA	dadp[m] + dttp[c] --> dadp[c] + dttp[m]	M00206 + C00459 --> C00206 + M00459	ND	Transport
TCM0165	at	TCM0165	TCM0165	NA	adp[m] + dctp[c] --> adp[c] + dctp[m]	M00008 + C00458 --> C00008 + M00458	ND	Transport
TCM0169	at	TCM0169	TCM0169	NA	fe2[c] --> fe2[m]	C14818 --> M14818	ND	Transport
TCM0168	at	TCM0168	TCM0168	NA	dgsn[c] <==> dgsn[m]	C00330 <==> M00330	ND	Transport
TCE0735	at	TCE0735	TCE0735	NA	cys-L[e] <==> cys-L[c]	E00097 <==> C00097	ND	Transport
TCE0732	at	TCE0732	TCE0732	NA	dad-2[e] <==> dad-2[c]	E00559 <==> C00559	ND	Transport
TCE0739	at	TCE0739	TCE0739	NA	adprib[e] --> adprib[c]	E00301 --> C00301	ND	Transport
TCM0149	at	TCM0149	TCM0149	NA	atp[m] + dctp[c] --> atp[c] + dctp[m]	M00002 + C00458 --> C00002 + M00458	ND	Transport
TCE0825	at	TCE0825	TCE0825	NA	peplys[e] <==> peplys[c]	E02188 <==> C02188	ND	Transport
TCE2003	at	TCE2003	TCE2003	NA	Nlys[e] <==> Nlys[c]	E02415 <==> C02415	ND	Transport
TCM1091	at	TCM1091	TCM1091	NA	ahcys[c] <==> ahcys[m]	C00021 <==> M00021	ND	Transport
TCM1095	at	TCM1095	TCM1095	NA	pap[c] <==> pap[m]	C00054 <==> M00054	ND	Transport
TCM1096	at	TCM1096	TCM1096	NA	acrn[c] + crn[m] --> acrn[m] + crn[c]	C02571 + M00318 --> M02571 + C00318	ND	Transport
TCM1098	at	TCM1098	TCM1098	NA	3mop[c] <==> 3mop[m]	C00671 <==> M00671	ND	Transport
TCE0464	at	TCE0464	TCE0464	NA	hista[e] <==> hista[c]	E00388 <==> C00388	ND	Transport
TCM1027	at	TCM1027	TCM1027	NA	thcholstoic[m] <==> thcholstoic[c]	M04722 <==> C04722	ND	Transport
TCE1298	at	TCE1298	TCE1298	NA	xyl-D[e] <==> xyl-D[c]	E00181 <==> C00181	ND	Transport
TCE0417	at	TCE0417	TCE0417	NA	(2) na1[e] + taur[e] <==> (2) na1[c] + taur[c]	(2) E01330 + E00245 <==> (2) C01330 + C00245	ND	Transport
TCE0416	at	TCE0416	TCE0416	NA	3mlda[c] <==> 3mlda[e]	C05828 <==> E05828	ND	Transport
TCE0414	at	TCE0414	TCE0414	NA	srtn[e] <==> srtn[c]	E00780 <==> C00780	ND	Transport
TCE1148	at	TCE1148	TCE1148	NA	gthox[e] --> gthox[c]	E00127 --> C00127	ND	Transport
TCE1149	at	TCE1149	TCE1149	NA	amet[e] --> amet[c]	E00019 --> C00019	ND	Transport
TCE1143	at	TCE1143	TCE1143	NA	k[e] <==> k[c]	E00238 <==> C00238	ND	Transport
TCE0673	at	TCE0673	TCE0673	NA	(3) na1[e] + tsul[e] <==> (3) na1[c] + tsul[c]	(3) E01330 + E00320 <==> (3) C01330 + C00320	ND	Transport
TCE0779	at	TCE0779	TCE0779	NA	adn[e] <==> adn[c]	E00212 <==> C00212	ND	Transport
TCE0674	at	TCE0674	TCE0674	NA	pyr[e] <==> pyr[c]	E00022 <==> C00022	ND	Transport
TCE0772	at	TCE0772	TCE0772	NA	gsn[e] <==> gsn[c]	E00387 <==> C00387	ND	Transport
TCE0777	at	TCE0777	TCE0777	NA	xoltri27[c] <==> xoltri27[e]	C06341 <==> E06341	ND	Transport
TCE0333	at	TCE0333	TCE0333	NA	ade[e] <==> ade[c]	E00147 <==> C00147	ND	Transport
TCE0574	at	TCE0574	TCE0574	NA	1mncam[c] + atp[c] + h2o[c] --> 1mncam[e] + adp[c] + h[c] + pi[c]	C02918 + C00002 + C00001 --> E02918 + C00008 + C00080 + C00009	ND	Transport
TCE0576	at	TCE0576	TCE0576	NA	vacc[e] <==> vacc[c]	EC0135 <==> CC0135	ND	Transport
TCE0573	at	TCE0573	TCE0573	NA	duri[e] <==> duri[c]	E00526 <==> C00526	ND	Transport
TCM0139	at	TCM0139	TCM0139	NA	fum[c] + so3[m] <==> fum[m] + so3[c]	C00122 + M00094 <==> M00122 + C00094	ND	Transport
TCM0134	at	TCM0134	TCM0134	NA	fald[m] <==> fald[c]	M00067 <==> C00067	ND	Transport
TCM0135	at	TCM0135	TCM0135	NA	val-L[c] <==> val-L[m]	C00183 <==> M00183	ND	Transport
TCM0137	at	TCM0137	TCM0137	NA	dctp[c] + dudp[m] --> dctp[m] + dudp[c]	C00458 + M01346 --> M00458 + C01346	ND	Transport
TCM0130	at	TCM0130	TCM0130	NA	dadp[m] + datp[c] --> dadp[c] + datp[m]	M00206 + C00131 --> C00206 + M00131	ND	Transport
TCM0131	at	TCM0131	TCM0131	NA	dttp[c] + dudp[m] --> dttp[m] + dudp[c]	C00459 + M01346 --> M00459 + C01346	ND	Transport
TCM0132	at	TCM0132	TCM0132	NA	ile-L[c] <==> ile-L[m]	C00407 <==> M00407	ND	Transport
TCE0709	at	TCE0709	TCE0709	NA	5fthf[e] + oh1[c] <==> 5fthf[c] + oh1[e]	E03479 + C01328 <==> C03479 + E01328	ND	Transport
TCE0707	at	TCE0707	TCE0707	NA	atp[c] + cholate[c] + h2o[c] --> adp[c] + cholate[e] + h[c] + pi[c]	C00002 + C00695 + C00001 --> C00008 + E00695 + C00080 + C00009	ND	Transport
TCE0706	at	TCE0706	TCE0706	NA	acac[e] <==> acac[c]	E00164 <==> C00164	ND	Transport
TCE1211	at	TCE1211	TCE1211	NA	asn-L[e] <==> asn-L[c]	E00152 <==> C00152	ND	Transport
TCE1194	at	TCE1194	TCE1194	NA	thr-L[e] <==> thr-L[c]	E00188 <==> C00188	ND	Transport
TCE1197	at	TCE1197	TCE1197	NA	orn[e] <==> orn[c]	E00077 <==> C00077	ND	Transport
TCE1192	at	TCE1192	TCE1192	NA	sprm[e] --> sprm[c]	E00750 --> C00750	ND	Transport
TCM0181	at	TCM0181	TCM0181	NA	fum[c] + so4[m] <==> fum[m] + so4[c]	C00122 + M00059 <==> M00122 + C00059	ND	Transport
TCM0183	at	TCM0183	TCM0183	NA	glx[c] <==> glx[m]	C00048 <==> M00048	ND	Transport
TCM0185	at	TCM0185	TCM0185	NA	adn[c] <==> adn[m]	C00212 <==> M00212	ND	Transport
TCM0184	at	TCM0184	TCM0184	NA	dcdp[m] + dctp[c] --> dcdp[c] + dctp[m]	M00705 + C00458 --> C00705 + M00458	ND	Transport
TCM0187	at	TCM0187	TCM0187	NA	atp[m] + dudp[c] --> atp[c] + dudp[m]	M00002 + C01346 --> C00002 + M01346	ND	Transport
TCM0189	at	TCM0189	TCM0189	NA	uri[c] <==> uri[m]	C00299 <==> M00299	ND	Transport
TCM0221	at	TCM0221	TCM0221	NA	dgdp[m] + dutp[c] --> dgdp[c] + dutp[m]	M00361 + C00460 --> C00361 + M00460	ND	Transport
TCM0222	at	TCM0222	TCM0222	NA	dadp[c] + dcdp[m] --> dadp[m] + dcdp[c]	C00206 + M00705 --> M00206 + C00705	ND	Transport
TCM0224	at	TCM0224	TCM0224	NA	S3hb[c] <==> S3hb[m]	C03197 <==> M03197	ND	Transport
TCE0795	at	TCE0795	TCE0795	NA	tchola[e] <==> tchola[c]	E05122 <==> C05122	ND	Transport
TCE0797	at	TCE0797	TCE0797	NA	ala-D[e] <==> ala-D[c]	E00133 <==> C00133	ND	Transport
TCE0392	at	TCE0392	TCE0392	NA	rib-D[e] <==> rib-D[c]	E00121 <==> C00121	ND	Transport
TCM1102	at	TCM1102	TCM1102	NA	e4p[c] <==> e4p[m]	C00279 <==> M00279	ND	Transport
TCM1101	at	TCM1101	TCM1101	NA	cmp[c] <==> cmp[m]	C00055 <==> M00055	ND	Transport
TCM1104	at	TCM1104	TCM1104	NA	dhnpt[c] <==> dhnpt[m]	C04874 <==> M04874	ND	Transport
TCM1109	at	TCM1109	TCM1109	NA	4h2oglt[c] <==> 4h2oglt[m]	C05946 <==> M05946	ND	Transport
TCE0395	at	TCE0395	TCE0395	NA	dopa[e] <==> dopa[c]	E03758 <==> C03758	ND	Transport
TCE0437	at	TCE0437	TCE0437	NA	retnglc[c] --> retnglc[e]	C11061 --> E11061	ND	Transport
TCE0459	at	TCE0459	TCE0459	NA	cl[e] + (2) i[c] --> cl[c] + (2) i[e]	E00698 + (2) C00708 --> C00698 + (2) E00708	ND	Transport
TCE0352	at	TCE0352	TCE0352	NA	arachd[e] <==> arachd[c]	E00219 <==> C00219	ND	Transport
TCE0453	at	TCE0453	TCE0453	NA	uri[e] <==> uri[c]	E00299 <==> C00299	ND	Transport
TCE0450	at	TCE0450	TCE0450	NA	pydx[e] <==> pydx[c]	E00250 <==> C00250	ND	Transport
TCE0457	at	TCE0457	TCE0457	NA	(2) cl[e] + hco3[c] --> (2) cl[c] + hco3[e]	(2) E00698 + C00288 --> (2) C00698 + E00288	ND	Transport
TCE1309	at	TCE1309	TCE1309	NA	arab-L[e] <==> arab-L[c]	E00259 <==> C00259	ND	Transport
TCE0531	at	TCE0531	TCE0531	NA	leu-L[e] <==> leu-L[c]	E00123 <==> C00123	ND	Transport
TCE0533	at	TCE0533	TCE0533	NA	5mthf[e] <==> 5mthf[c]	E00440 <==> C00440	ND	Transport
TCE0536	at	TCE0536	TCE0536	NA	bilirub[e] + hco3[c] <==> bilirub[c] + hco3[e]	E00486 + C00288 <==> C00486 + E00288	ND	Transport
TCM1078	at	TCM1078	TCM1078	NA	4hpro-LT[c] <==> 4hpro-LT[m]	C01157 <==> M01157	ND	Transport
TCE1170	at	TCE1170	TCE1170	NA	spmd[e] --> spmd[c]	E00315 --> C00315	ND	Transport
TCM1076	at	TCM1076	TCM1076	NA	gua[c] <==> gua[m]	C00242 <==> M00242	ND	Transport
TCM1077	at	TCM1077	TCM1077	NA	dhap[m] --> dhap[c]	M00111 --> C00111	ND	Transport
TCM1075	at	TCM1075	TCM1075	NA	phe-L[m] <==> phe-L[c]	M00079 <==> C00079	ND	Transport
TCM1072	at	TCM1072	TCM1072	NA	nmn[c] <==> nmn[m]	C00455 <==> M00455	ND	Transport
TCM1073	at	TCM1073	TCM1073	NA	2oxoadp[m] --> 2oxoadp[c]	M00322 --> C00322	ND	Transport
TCE1179	at	TCE1179	TCE1179	NA	abt[e] <==> abt[c]	E00532 <==> C00532	ND	Transport
TCM1071	at	TCM1071	TCM1071	NA	fadh2[m] + fum[c] --> fad[m] + succ[c]	M01352 + C00122 --> M00016 + C00042	ND	Transport
TCM0170	at	TCM0170	TCM0170	NA	4mop[c] --> 4mop[m]	C00233 --> M00233	ND	Transport
TCM0171	at	TCM0171	TCM0171	NA	dadp[c] + dgdp[m] --> dadp[m] + dgdp[c]	C00206 + M00361 --> M00206 + C00361	ND	Transport
TCM0172	at	TCM0172	TCM0172	NA	dgdp[c] + dtdp[m] --> dgdp[m] + dtdp[c]	C00361 + M00363 --> M00361 + C00363	ND	Transport
TCM0173	at	TCM0173	TCM0173	NA	cytd[c] <==> cytd[m]	C00475 <==> M00475	ND	Transport
TCM0174	at	TCM0174	TCM0174	NA	7thf[m] --> 7thf[c]	MC0005 --> CC0005	ND	Transport
TCM0175	at	TCM0175	TCM0175	NA	dadp[m] + dudp[c] --> dadp[c] + dudp[m]	M00206 + C01346 --> C00206 + M01346	ND	Transport
TCM0176	at	TCM0176	TCM0176	NA	pheme[m] <==> pheme[c]	M00032 <==> C00032	ND	Transport
TCM0177	at	TCM0177	TCM0177	NA	3aib[m] --> 3aib[c]	M03284 --> C03284	ND	Transport
TCE0743	at	TCE0743	TCE0743	NA	atp[c] + camp[c] + h2o[c] --> adp[c] + camp[e] + h[c] + pi[c]	C00002 + C00575 + C00001 --> C00008 + E00575 + C00080 + C00009	ND	Transport
TCM0078	at	TCM0078	TCM0078	NA	pe_BAC[c] <==> pe_BAC[m]	CC0058 <==> MC0058	ND	Transport
TCM2004	at	TCM2004	TCM2004	NA	pe[c] <==> pe[m]	C00350 <==> M00350	ND	Transport
TCM1070	at	TCM1070	TCM1070	NA	asn-L[c] <==> asn-L[m]	C00152 <==> M00152	ND	Transport
TCE0745	at	TCE0745	TCE0745	NA	drib[e] <==> drib[c]	E01801 <==> C01801	ND	Transport
TCM0070	at	TCM0070	TCM0070	NA	dgtp[c] + dtdp[m] --> dgtp[m] + dtdp[c]	C00286 + M00363 --> M00286 + C00363	ND	Transport
TCM0073	at	TCM0073	TCM0073	NA	acald[m] <==> acald[c]	M00084 <==> C00084	ND	Transport
TCM0072	at	TCM0072	TCM0072	NA	acac[c] <==> acac[m]	C00164 <==> M00164	ND	Transport
TCM0075	at	TCM0075	TCM0075	NA	3sala[m] + asp-L[c] <==> 3sala[c] + asp-L[m]	M00606 + C00049 <==> C00606 + M00049	ND	Transport
TCM0077	at	TCM0077	TCM0077	NA	coa[c] <==> coa[m]	C00010 <==> M00010	ND	Transport
TCM0076	at	TCM0076	TCM0076	NA	dgdp[m] + dudp[c] --> dgdp[c] + dudp[m]	M00361 + C01346 --> C00361 + M01346	ND	Transport
TCE0627	at	TCE0627	TCE0627	NA	o2s[c] <==> o2s[e]	C00704 <==> E00704	ND	Transport
TCE0621	at	TCE0621	TCE0621	NA	oh1[c] + thf[e] <==> oh1[e] + thf[c]	C01328 + E00101 <==> E01328 + C00101	ND	Transport
TCE0622	at	TCE0622	TCE0622	NA	(3) na1[e] + so4[e] <==> (3) na1[c] + so4[c]	(3) E01330 + E00059 <==> (3) C01330 + C00059	ND	Transport
TCE1312	at	TCE1312	TCE1312	NA	h2o[e] <==> h2o[c]	E00001 <==> C00001	ND	Transport
TCE1311	at	TCE1311	TCE1311	NA	ac[e] <==> ac[c]	E00033 <==> C00033	ND	Transport
TCE1310	at	TCE1310	TCE1310	NA	co2[e] <==> co2[c]	E00011 <==> C00011	ND	Transport
TCE0384	at	TCE0384	TCE0384	NA	atp[c] + chsterol[c] + h2o[c] --> adp[c] + chsterol[e] + h[c] + pi[c]	C00002 + C00187 + C00001 --> C00008 + E00187 + C00080 + C00009	ND	Transport
TCE0389	at	TCE0389	TCE0389	NA	inost[e] <==> inost[c]	E00137 <==> C00137	ND	Transport
TCE0694	at	TCE0694	TCE0694	NA	ascb-L[e] <==> ascb-L[c]	E00072 <==> C00072	ND	Transport
TCE0697	at	TCE0697	TCE0697	NA	(3) ala-B[c] + atp[c] + h2o[c] --> adp[c] + (3) ala-B[e] + h[c] + pi[c]	(3) C00099 + C00002 + C00001 --> C00008 + (3) E00099 + C00080 + C00009	ND	Transport
TCE0699	at	TCE0699	TCE0699	NA	atp[c] + h2o[c] + ps_BAC[e] --> adp[c] + h[c] + pi[c] + ps_BAC[c]	C00002 + C00001 + EC0060 --> C00008 + C00080 + C00009 + CC0060	ND	Transport
TCE2005	at	TCE2005	TCE2005	NA	atp[c] + h2o[c] + ps[e] --> adp[c] + h[c] + pi[c] + ps[c]	C00002 + C00001 + E02737 --> C00008 + C00080 + C00009 + C02737	ND	Transport
TCM0316	at	TCM0316	TCM0316	NA	xol27oh[c] <==> xol27oh[m]	C15610 <==> M15610	ND	Transport
TCM0317	at	TCM0317	TCM0317	NA	xoldiolone[m] <==> xoldiolone[c]	M17339 <==> C17339	ND	Transport
TCM1033	at	TCM1033	TCM1033	NA	4hbz[c] <==> 4hbz[m]	C00156 <==> M00156	ND	Transport
TCM1031	at	TCM1031	TCM1031	NA	nh4[c] <==> nh4[m]	C00014 <==> M00014	ND	Transport
TCM1036	at	TCM1036	TCM1036	NA	ps[c] <==> ps[m]	C02737 <==> M02737	ND	Transport
TCM2006	at	TCM2006	TCM2006	NA	ps_BAC[c] <==> ps_BAC[m]	CC0060 <==> MC0060	ND	Transport
TCM1037	at	TCM1037	TCM1037	NA	34hpp[c] <==> 34hpp[m]	C01179 <==> M01179	ND	Transport
TCM1034	at	TCM1034	TCM1034	NA	3mob[c] <==> 3mob[m]	C00141 <==> M00141	ND	Transport
TCM1035	at	TCM1035	TCM1035	NA	5mthf[c] <==> 5mthf[m]	C00440 <==> M00440	ND	Transport
TCM1039	at	TCM1039	TCM1039	NA	pan4p[c] <==> pan4p[m]	C01134 <==> M01134	ND	Transport
TCM0079	at	TCM0079	TCM0079	NA	atp[m] + dadp[c] --> atp[c] + dadp[m]	M00002 + C00206 --> C00002 + M00206	ND	Transport
TCE0401	at	TCE0401	TCE0401	NA	andrstrnglc[c] + atp[c] + h2o[c] --> adp[c] + andrstrnglc[e] + h[c] + pi[c]	C11135 + C00002 + C00001 --> C00008 + E11135 + C00080 + C00009	ND	Transport
TCE1133	at	TCE1133	TCE1133	NA	pap[e] <==> pap[c]	E00054 <==> C00054	ND	Transport
TCE1132	at	TCE1132	TCE1132	NA	atp[c] + h2o[c] --> adp[c] + h[e] + pi[c]	C00002 + C00001 --> C00008 + E00080 + C00009	ND	Transport
TCE1130	at	TCE1130	TCE1130	NA	melib[e] --> melib[c]	E05402 --> C05402	ND	Transport
TCE1137	at	TCE1137	TCE1137	NA	ser-L[e] <==> ser-L[c]	E00065 <==> C00065	ND	Transport
TCE0660	at	TCE0660	TCE0660	NA	mthgxl[c] --> mthgxl[e]	C00546 --> E00546	ND	Transport
TCE0662	at	TCE0662	TCE0662	NA	na1[e] <==> na1[c]	E01330 <==> C01330	ND	Transport
TCM1047	at	TCM1047	TCM1047	NA	cit[c] + icit[m] <==> cit[m] + icit[c]	C00158 + M00311 <==> M00158 + C00311	ND	Transport
TCM1045	at	TCM1045	TCM1045	NA	mal-L[c] + succ[m] <==> mal-L[m] + succ[c]	C00149 + M00042 <==> M00149 + C00042	ND	Transport
TCM1044	at	TCM1044	TCM1044	NA	ribflv[c] <==> ribflv[m]	C00255 <==> M00255	ND	Transport
TCM1043	at	TCM1043	TCM1043	NA	fum[m] + succ[c] --> fum[c] + succ[m]	M00122 + C00042 --> C00122 + M00042	ND	Transport
TCM1042	at	TCM1042	TCM1042	NA	quln[c] <==> quln[m]	C03722 <==> M03722	ND	Transport
TCE0542	at	TCE0542	TCE0542	NA	trp-L[e] <==> trp-L[c]	E00078 <==> C00078	ND	Transport
TCE0544	at	TCE0544	TCE0544	NA	hxan[e] <==> hxan[c]	E00262 <==> C00262	ND	Transport
TCM1048	at	TCM1048	TCM1048	NA	etoh[c] <==> etoh[m]	C00469 <==> M00469	ND	Transport
TCM0109	at	TCM0109	TCM0109	NA	akg[m] + mal-L[c] <==> akg[c] + mal-L[m]	M00026 + C00149 <==> C00026 + M00149	ND	Transport
TCM0108	at	TCM0108	TCM0108	NA	atp[c] + h2o[c] + pchol[m] --> adp[c] + h[c] + pchol[c] + pi[c]	C00002 + C00001 + M00157 --> C00008 + C00080 + C00157 + C00009	ND	Transport
TCM0101	at	TCM0101	TCM0101	NA	dadp[c] + dudp[m] --> dadp[m] + dudp[c]	C00206 + M01346 --> M00206 + C01346	ND	Transport
TCM0105	at	TCM0105	TCM0105	NA	dgdp[m] + dtdp[c] --> dgdp[c] + dtdp[m]	M00361 + C00363 --> C00361 + M00363	ND	Transport
TCM0104	at	TCM0104	TCM0104	NA	pi[m] + succ[c] <==> pi[c] + succ[m]	M00009 + C00042 <==> C00009 + M00042	ND	Transport
TCM0107	at	TCM0107	TCM0107	NA	thm[c] --> thm[m]	C00378 --> M00378	ND	Transport
TCM0106	at	TCM0106	TCM0106	NA	glyb[m] <==> glyb[c]	M00719 <==> C00719	ND	Transport
TCE0718	at	TCE0718	TCE0718	NA	met-L[e] <==> met-L[c]	E00073 <==> C00073	ND	Transport
TCE0719	at	TCE0719	TCE0719	NA	4abut[e] <==> 4abut[c]	E00334 <==> C00334	ND	Transport
TCE0716	at	TCE0716	TCE0716	NA	lac-D[e] <==> lac-D[c]	E00256 <==> C00256	ND	Transport
TCE0710	at	TCE0710	TCE0710	NA	34dhphe[e] <==> 34dhphe[c]	E00355 <==> C00355	ND	Transport
TCE0712	at	TCE0712	TCE0712	NA	4hphac[c] <==> 4hphac[e]	C00642 <==> E00642	ND	Transport
TCE0713	at	TCE0713	TCE0713	NA	pydam[e] <==> pydam[c]	E00534 <==> C00534	ND	Transport
TCE0670	at	TCE0670	TCE0670	NA	S3hb[e] <==> S3hb[c]	E03197 <==> C03197	ND	Transport
EXC0055	ae	EXC0055	EXC0055	NA	lps_BAC[e] -->	EC0055 -->	NA	Exchange with the environment
EXC0054	ae	EXC0054	EXC0054	NA	peptido_BAC[e] -->	EC0054 -->	NA	Exchange with the environment
EXC0057	ae	EXC0057	EXC0057	NA	outerlps_BAC[e] -->	EC0057 -->	NA	Exchange with the environment
EXC0056	ae	EXC0056	EXC0056	NA	lipa_BAC[e] -->	EC0056 -->	NA	Exchange with the environment
EXC0051	ae	EXC0051	EXC0051	NA	protein_BAC[e] -->	EC0051 -->	NA	Exchange with the environment
EX00097	ae	EX00097	EX00097	NA	cys-L[e] -->	E00097 -->	NA	Exchange with the environment
EXC0053	ae	EXC0053	EXC0053	NA	dna_BAC[e] -->	EC0053 -->	NA	Exchange with the environment
EXC0052	ae	EXC0052	EXC0052	NA	rna_BAC[e] -->	EC0052 -->	NA	Exchange with the environment
EX03197	ae	EX03197	EX03197	NA	S3hb[e] -->	E03197 -->	NA	Exchange with the environment
EX00093	ae	EX00093	EX00093	NA	glyc3p[e] -->	E00093 -->	NA	Exchange with the environment
EX00099	ae	EX00099	EX00099	NA	ala-B[e] -->	E00099 -->	NA	Exchange with the environment
EXC0059	ae	EXC0059	EXC0059	NA	pg_BAC[e] -->	EC0059 -->	NA	Exchange with the environment
EXC0058	ae	EXC0058	EXC0058	NA	pe_BAC[e] -->	EC0058 -->	NA	Exchange with the environment
EX00153	ae	EX00153	EX00153	NA	ncam[e] -->	E00153 -->	NA	Exchange with the environment
EX00152	ae	EX00152	EX00152	NA	asn-L[e] -->	E00152 -->	NA	Exchange with the environment
EX00208	ae	EX00208	EX00208	NA	malt[e] -->	E00208 -->	NA	Exchange with the environment
EX00157	ae	EX00157	EX00157	NA	pchol[e] -->	E00157 -->	NA	Exchange with the environment
EX00156	ae	EX00156	EX00156	NA	4hbz[e] -->	E00156 -->	NA	Exchange with the environment
EX04722	ae	EX04722	EX04722	NA	thcholstoic[e] -->	E04722 -->	NA	Exchange with the environment
EX01762	ae	EX01762	EX01762	NA	xtsn[e] -->	E01762 -->	NA	Exchange with the environment
EX05635	ae	EX05635	EX05635	NA	5hoxindoa[e] -->	E05635 -->	NA	Exchange with the environment
EX00166	ae	EX00166	EX00166	NA	phpyr[e] -->	E00166 -->	NA	Exchange with the environment
EX00159	ae	EX00159	EX00159	NA	man[e] -->	E00159 -->	NA	Exchange with the environment
EX00158	ae	EX00158	EX00158	NA	cit[e] -->	E00158 -->	NA	Exchange with the environment
EX05332	ae	EX05332	EX05332	NA	peamn[e] -->	E05332 -->	NA	Exchange with the environment
EX00239	ae	EX00239	EX00239	NA	dcmp[e] -->	E00239 -->	NA	Exchange with the environment
EX05335	ae	EX05335	EX05335	NA	selmeth[e] -->	E05335 -->	NA	Exchange with the environment
EX01179	ae	EX01179	EX01179	NA	34hpp[e] -->	E01179 -->	NA	Exchange with the environment
EX02946	ae	EX02946	EX02946	NA	4aabutn[e] -->	E02946 -->	NA	Exchange with the environment
EX00288	ae	EX00288	EX00288	NA	hco3[e] -->	E00288 -->	NA	Exchange with the environment
EX00016	ae	EX00016	EX00016	NA	fad[e] -->	E00016 -->	NA	Exchange with the environment
EX00388	ae	EX00388	EX00388	NA	hista[e] -->	E00388 -->	NA	Exchange with the environment
